dates;D12;E12;b/m;tbl;AAA;BAA;lty;ntis;Rfree;ltr;corpr;svar;csp;D/P;D/Y;E/P;E/P 10y;D/E payout;tms;dfy;RPI;W875RX1;DPCERA3M086SBEA;CMRMTSPLx;RETAILx;INDPRO;IPFPNSS;IPFINAL;IPCONGD;IPDCONGD;IPNCONGD;IPBUSEQ;IPMAT;IPDMAT;IPNMAT;IPMANSICS;IPB51222S;IPFUELS;CUMFNS;HWI;HWIURATIO;CLF16OV;CE16OV;UNRATE;UEMPMEAN;UEMPLT5;UEMP5TO14;UEMP15OV;UEMP15T26;UEMP27OV;CLAIMSx;PAYEMS;USGOOD;CES1021000001;USCONS;MANEMP;DMANEMP;NDMANEMP;SRVPRD;USTPU;USWTRADE;USTRADE;USFIRE;USGOVT;CES0600000007;AWOTMAN;AWHMAN;HOUST;HOUSTNE;HOUSTMW;HOUSTS;HOUSTW;PERMIT;PERMITNE;PERMITMW;PERMITS;PERMITW;ACOGNO;AMDMNOx;ANDENOx;AMDMUOx;BUSINVx;ISRATIOx;M1SL;M2SL;M2REAL;BOGMBASE;TOTRESNS;NONBORRES;BUSLOANS;REALLN;NONREVSL;CONSPI;S&P 500;S&P: indust;S&P div yield;S&P PE ratio;FEDFUNDS;CP3Mx;TB3MS;TB6MS;GS1;GS5;GS10;AAA;BAA;COMPAPFFx;TB3SMFFM;TB6SMFFM;T1YFFM;T5YFFM;T10YFFM;AAAFFM;BAAFFM;TWEXAFEGSMTHx;EXSZUSx;EXJPUSx;EXUSUKx;EXCAUSx;WPSFD49207;WPSFD49502;WPSID61;WPSID62;OILPRICEx;PPICMM;CPIAUCSL;CPIAPPSL;CPITRNSL;CPIMEDSL;CUSR0000SAC;CUSR0000SAD;CUSR0000SAS;CPIULFSL;CUSR0000SA0L2;CUSR0000SA0L5;PCEPI;DDURRG3M086SBEA;DNDGRG3M086SBEA;DSERRG3M086SBEA;CES0600000008;CES2000000008;CES3000000008;UMCSENTx;MZMSL;DTCOLNVHFNM;DTCTHFNM;INVEST;VXOCLSx;Canada: S&P/TSX Composite Index, Close Price (AVG, 1975=1000);Canada: MSCI Share Price Index ex Div, US$ (NSA, EOP, Dec-69=100);Canada: TSX Group Market Capitalization (EOP, Mil.C$);EU 27: MSCI Share Price Index ex Div, LocCur (NSA, EOP, Dec-87=100);France: Paris Stock Market: Price Index: CAC 40 (AVG, Dec-31-87=1000);Germany: Stock Market Indexes: DAX Performance Index (AVG, Dec-30-87=1000);Germany: Deutsche Boerse Market Capitalization (EOP, Mil.Euros);Italy: Stock Price Index: FTSE MIB (AVG, Dec-31-97=24401.54);Italy: Borsa Italiana Market Capitalization (EOP, Mil.EUR);Japan: Nikkei Stock Average: TSE 225 Issues (AVG, May-16-49=100);Japan: 1st Tokyo Stock Exchange: Market Capitalization (EOP, Bil.Yen);U.K.: London Stock Exchange: FTSE 100 (EOP, Jan-2-84=1000);UK: London Stock Exchange Market Capitalization (EOP, Mil.EUR);CRSP_SPvw
30/06/93;0.1172;-0.8756;0.3259312476;0.0009;-0.0010;-0.0014;-0.0033;0.0410478926;0.000092;0.0449;0.0293;0.0005738167;-0.0017479702;-1.28027;-1.279517669;-0.84618128129172;-0.43416403774239;-0.434091339638344;0.0642416666666667;0.0074;-0.123000593;-0.263762597;0.362449321;0.920246725;-0.150876543;0.165662181;-0.125726472;-0.177354532;0.1014823;-0.9820059;0.49978366;-0.84692289;0.536975757;0.386976851;-0.152510513;-0.179243477;4.51704365;-0.446524192;-0.2659;-86;-0.008368155;0.113656144;0.14558768;-0.1;0.3;-4.407338419;5.970262078;1.281658044;2.238899489;0.561483788;-0.247687167;0.163566324;-0.108220239;-1.398147243;0.147167061;-0.143249398;-0.182260075;-0.087234667;0.231686953;0.228807386;0.035673941;0.254135614;0.312802817;0.094936716;40.5;0.1;40.9;7.154615357;4.852030264;5.659482216;6.306275287;5.758901774;7.029972912;4.859812404;5.583496309;6.120297419;5.634789603;0.676237814;2.869236052;8.396367225;-0.149171034;0.218814598;0.01;-0.872351127;-0.587745175;0.092262535;0.798515671;2.793767009;2.792272041;-0.0131962;-0.139921489;0.761595694;0.000536278;0.629122985;0.398286924;-0.014647714;-0.478383676;0.04;0.11;0.11;0.13;0.18;0.02;-0.08;-0.1;-0.14;0.21;0.03;0.16;0.5;2.18;2.92;4.29;5.03;0.60207063;1.810591599;-2.692365048;-2.585307115;0.71409257;-0.398565693;-0.64470827;0.257621439;-4.018191877;-2.819714899;3.395486969;-0.208453863;-0.001402751;-0.231213976;-0.302494978;-0.380315042;-0.000617774;-0.064806235;-0.069370993;-0.213042854;-0.142095778;-0.273653949;0.179706283;-0.323753509;-0.345897972;-0.163598973;-0.214209293;0.085358391;1.2;-0.979280202;2.869437973;0.835257565;0.739053959;13.0022;2.379505017;-0.900499812;2.864822245;2.953819575;1.948419372;NaN;7.580166898;NaN;NaN;-2.553322262;-3.448805854;2.066023632;2.500952815;0.003466
31/07/93;-0.0106;1.8453;0.3237770308;0.0011;-0.0016;-0.0014;-0.0012;0.0409002052;-0.000025;0.0191;0.0100;0.0006089618;-0.0013904710;-1.27504;-1.280379097;-0.82238738324768;-0.43857111871142;-0.452650415498020;0.0630666666666667;0.0076;0.32577536;0.277923693;0.491987067;-0.485040719;1.441094875;0.30814595;0.578972069;0.68130431;0.829351805;-0.133794215;1.177110955;0.099578859;-0.037909302;0.349706613;9.87E-05;0.26980091;4.332655832;0.141564696;0.0929;111;0.01964083;-0.010818831;0.14703625;-0.1;-0.1;2.273523424;-7.161896398;-3.071196608;-6.007126941;-0.899893587;2.321494206;0.275919455;0.081176157;-0.343997587;0.482029645;-0.017920612;-0.02027164;-0.014546512;0.324587788;0.237226797;0.263197104;0.234309988;0.385928934;0.478583048;40.6;0;41.1;7.134093721;4.882801923;5.648974238;6.327936784;5.627621114;7.068172;4.844187086;5.564520407;6.214608098;5.655991811;-1.830338373;-1.62668158;-4.078397376;-0.034701612;0.037089696;0;0.020340712;-0.171520499;-0.15101941;-0.469276233;-1.154256018;-1.17219914;-0.777704904;-0.235302408;-0.212429555;-0.000202792;-0.171999819;-1.490509412;0.004810272;-0.945748361;0.02;-0.05;-0.03;-0.04;-0.07;-0.13;-0.15;-0.16;-0.14;0.14;-0.02;0.1;0.41;2.03;2.75;4.11;4.87;1.63285089;2.52721031;0.259968385;-0.84562877;0.242102504;0.318661574;0.321473298;0;-0.423003505;-2.060560941;2.32147452;0.069180084;0.224745844;0.153846184;0.047888804;0.228223758;-0.083088945;-0.127426254;-0.00019025;-5.02E-05;-5.02E-05;0.123334474;-0.003244966;0.29191409;0.08473471;0.081399869;0.213751417;-0.17159993;-4.5;-0.141418715;-0.992298177;1.53766574;-0.030007927;11.9995;0.371595259;-0.916512032;0.216501624;3.546509308;3.093760108;NaN;1.234569692;NaN;NaN;-0.65195201;4.954465801;0.909643276;2.016871027;-0.004593
31/08/93;-0.0106;1.8118;0.3138649833;-0.0003;-0.0032;-0.0033;-0.0033;0.0401659711;-0.000017;0.0434;0.0287;0.0002815775;-0.0012521643;-1.30900;-1.275144287;-0.83812157971957;-0.44353961825028;-0.470875164366882;0.0597833333333333;0.0075;0.216259439;0.1726041;0.100143434;0.511128164;-0.019919768;-0.1051466;-0.277682286;-0.43769713;-0.130718295;-1.056795034;0.198079938;-0.91215753;0.115375584;0.031146033;0.405752766;-0.204474343;1.926593168;-0.113842066;-0.2923;73;0.015129683;0.171418024;0.322389774;-0.1;0.3;-3.587273943;0.347423627;-0.658763911;-1.579811688;0;-2.833378321;0.13587631;0.090118512;-1.004337446;0.479717262;0.011947431;0.070932769;-0.07276432;0.147294475;0.067037611;-0.083040062;0.195478006;0.295858204;-0.168031966;40.7;0;41.1;7.170119543;4.820281566;5.680172609;6.33150185;5.771441123;7.114769448;4.86753445;5.638354669;6.257667588;5.693732139;-1.912480385;0.984127653;3.317419469;0.063914685;0.167850106;0;0.001467231;0.119058382;-0.10080646;-0.40287787;-0.762613582;-0.847788415;0.361232255;0.083840577;0.231619827;0.000106543;1.517634684;1.187567147;-0.042159072;0.447985269;-0.03;-0.02;-0.02;-0.02;-0.03;-0.06;-0.13;-0.32;-0.33;0.15;-0.01;0.11;0.41;2;2.65;3.82;4.57;-0.461931161;-1.202153089;-3.714100256;-0.274532296;2.007789454;-0.883958764;-0.980190706;-0.086021511;1.351725608;7.318912199;0.877575414;0.068893063;1.050045409;0.15313794;-0.149800881;0.228223758;0.246539832;0.125822918;0.068562425;0.211889237;0.212039;0.012780849;-0.041369553;0.161423492;-0.03646215;-0.000265255;-0.142602357;0.170721058;0.3;0.160364825;-4.32399765;-1.033170949;-0.824341904;11.9522;3.207143615;0.552644972;5.084039833;6.356869849;8.156687948;NaN;8.543839121;NaN;NaN;3.165812235;2.03967179;5.759494174;5.918430904;0.037431
30/09/93;-0.0106;1.7796;0.3223518215;-0.0002;-0.0019;-0.0026;0.0004;0.0417473699;-0.000058;0.0005;0.0043;0.0004706646;-0.0011537305;-1.29907;-1.309103243;-0.81028762316799;-0.44833612242721;-0.488777486544228;0.0602416666666667;0.0068;-0.224889365;-0.277443734;0.571778125;0.886551418;0.588172077;0.477118253;0.612992923;0.706930781;0.306658875;2.025146414;-0.307762386;1.730639146;0.303198331;1.084044348;0.049019874;0.650328434;-0.339949045;2.484784969;0.3833;-76;-0.006630328;-0.271160943;-0.250196891;-0.1;0.1;-1.554846491;-3.091617778;0.527357847;2.360455777;-0.794105137;-0.58823699;0.217377721;0.220447733;0.520744103;0.353100377;0.167114333;0.242816793;0.058215691;0.21661185;0.223134687;0.284422163;0.220316641;0.383311689;0.068297042;40.8;0.2;41.3;7.202661197;4.997212274;5.743003188;6.340359304;5.755742214;7.13169851;4.919980926;5.655991811;6.242223265;5.749392986;2.142445457;-1.671830094;-5.269025049;-0.893018615;0.485493906;0;0.0285341;0.081025304;0.050415933;0.530048141;2.267774343;2.367205149;-0.358249382;0.059135531;0.089762377;0.000675375;1.118944856;0.620433578;-0.030676466;0.117848685;0.06;-0.02;-0.07;-0.08;-0.08;-0.3;-0.32;-0.19;-0.26;0.07;-0.14;-0.03;0.27;1.64;2.27;3.57;4.25;-0.593355219;-5.380740678;1.729097946;2.214797779;1.026820203;1.125153241;1.386941961;0.172043021;1.186558072;-3.58432395;-2.481477967;-0.069370993;-1.123687875;-0.383641851;0.097404783;-0.456447516;-0.083554524;-0.063867197;-0.137693507;-0.21213896;-0.212289076;-0.066797557;0.201108215;-0.552981157;0.069499689;0.080871514;-0.284748287;0.084414966;0.6;0.099481176;1.009866759;-0.167191882;0.11231312;12.6214;-1.250791054;-5.231260302;-2.360256676;-2.698861605;-1.414778407;NaN;-3.858638629;NaN;NaN;-0.042630677;-3.795842611;-2.036730282;23.04277446;-0.007582
31/10/93;0.1543;2.3884;0.3113628329;-0.0007;0.0001;-0.0003;-0.0004;0.0403809173;0.000058;0.0096;0.0051;0.0003142048;-0.0010548299;-1.31673;-1.297521982;-0.80561125318305;-0.45315885792462;-0.511118017542745;0.0597833333333333;0.0064;-0.422131013;-0.399111407;0.155067536;0.426226552;0.609341621;0.764875831;0.748236792;0.877928343;0.521171728;2.492001328;-0.19890906;2.182910456;0.785946736;1.174124331;0.240526685;0.859138151;-0.864966591;2.913768596;0.5424;164;0.017240015;0.23566602;0.22288794;0.1;0;6.469840602;-0.079522867;-0.428266179;-5.268576707;2.97357112;3.13614552;0.255398224;0.242380836;-0.034632035;0.928703404;0.053656066;0.151461633;-0.08733625;0.258645447;0.244874457;0.171447194;0.265569948;0.337862973;0.005251687;40.7;-0.1;41.3;7.238496841;4.836281907;5.888877958;6.380122537;5.752572639;7.160069208;4.983606622;5.700443573;6.293419279;5.707110265;0.955886895;4.559143778;3.892148698;-0.449286502;0.035548488;-0.02;-0.106976357;-0.058196435;-0.281814736;-0.085009897;-0.887219902;-0.537378597;0.130169879;0.078585175;0.294420132;0.000947985;1.009606253;1.868891159;-0.023074573;-0.204134781;-0.1;0.1;0.07;0.06;0.03;-0.02;-0.03;0.01;-0.03;0.27;0.03;0.13;0.4;1.72;2.34;3.68;4.32;1.025254423;1.747440844;1.359602645;-1.486598683;0.362565546;-0.080742629;-0.000268305;-7.39E-05;2.044295717;6.32655514;-2.927515786;0.274913087;0.298897943;1.296185036;0.047367785;0.911338369;-0.001073226;-0.000632888;0.410912311;0.421891821;0.351939296;0.210603303;0.030235193;1.131292;-0.111083766;-0.000591994;0.569344888;-0.085938624;4.8;-0.064543314;1.897388958;0.9743625;-0.784619161;11.3771;3.223705438;8.771891867;6.830129871;5.186437779;2.078427839;NaN;0.592837265;NaN;NaN;-2.388375445;1.011935728;4.301218689;-15.929063;0.019884
30/11/93;0.1541;2.3327;0.3110794108;0.0007;0.0026;0.0035;0.0028;0.0438535951;0.000067;-0.0259;-0.0188;0.0005763280;-0.0010516947;-1.30219;-1.31518852;-0.76929000264047;-0.45795760422002;-0.532903777820749;0.0625166666666667;0.0073;0.25709414;0.298418604;0.280868353;0.51169313;1.013524946;0.413431277;0.200480157;0.170992835;0.081116904;0.895703192;-0.221802759;0.494886191;0.686513566;0.896013289;0.233791644;0.415770122;-0.359225837;0.056611515;0.1731;26;0.012358109;0.106446995;0.285960061;-0.2;0.5;-7.757273898;0.158982545;-1.429783293;-2.826455817;-0.498754151;-2.54790853;0.224390731;0.183638329;-0.086632597;0.389544316;0.131038199;0.181451663;0.058232641;0.234553117;0.119992015;0.184912023;0.061712642;0.395170657;0.136447148;40.8;0.1;41.3;7.226936018;4.934473933;5.713732806;6.405228458;5.796057751;7.21303166;4.94875989;5.796057751;6.32256524;5.799092654;-1.139816626;-2.10738603;-0.296842676;-0.926614543;0.433398817;0.01;0.180597532;0.25663675;0.113662687;0.046131203;0.654845171;0.754234901;0.277939423;0.023559099;-0.155051088;0.000274157;-0.217956689;1.467000557;0.010218844;-1.127937586;0.03;0.14;0.08;0.14;0.19;0.35;0.39;0.26;0.35;0.38;0.08;0.24;0.56;2.04;2.7;3.91;4.64;1.216611255;3.653343261;0.797132141;-1.441478481;-0.673301329;0.080353352;-0.163666158;-7.38E-05;-3.117648539;-11.84406828;0.618389953;-0.13859074;0.372661681;-1.068126826;-0.148100121;-0.531943002;-0.001066228;0.061928935;-0.274769084;-0.282133541;-0.211935551;-0.126101972;-0.188769075;-0.521477424;0.038602645;0.080088573;-0.142904148;0.083919136;-1.5;0.291025445;1.535434401;-0.492357322;0.707666247;13.37;2.485205723;-2.496634906;-1.250207506;-1.079206753;-2.17150802;NaN;7.507355625;NaN;NaN;-11.36667386;-17.08217508;-0.129380412;-0.976152208;-0.008655
31/12/93;0.1538;2.2795;0.3052672229;0.0008;0.0000;0.0003;0.0003;0.0457468047;-0.000033;0.0020;0.0067;0.0002696863;-0.0010124970;-1.31070;-1.3006554;-0.75653582887815;-0.46265537903662;-0.554160162469753;0.0628500000000000;0.0076;3.417635135;3.822369593;0.352071717;0.315698515;0.890221589;0.545676788;0.429610095;0.292627679;0.247513586;0.439162821;0.174930244;0.606635387;0.694039746;1.371584236;0.118106846;0.579012331;-0.230520941;-1.404610476;0.2933;95;0.0142346;0.177160245;0.243165724;-0.1;-0.3;5.022372357;-6.395621785;-0.604637381;0;-1.005033585;-5.423015406;0.29425161;0.29490638;2.245359564;0.774565634;0.089245878;0.211278312;-0.087361683;0.294088372;0.239552949;0.288487213;0.313308241;0.349956613;0.214789092;40.8;0.1;41.4;7.334981879;4.882801923;5.82008293;6.549650742;5.899897354;7.286876412;5.141663557;5.786897381;6.470799504;5.762051383;0.271498216;2.405062203;1.416403698;-0.652461331;0.474752977;0.01;-0.49529277;-0.260186347;-0.079971383;0.732179365;0.376857626;0.064005449;-0.070390661;0.543636759;0.316657977;-0.002282853;0.658888737;0.642885312;-0.01352713;-0.234653739;-0.06;-0.04;-0.04;-0.03;0.03;0.09;0.05;0;0.03;0.4;0.1;0.27;0.65;2.19;2.81;3.97;4.73;0.730256723;-2.263380747;1.870208948;0.706574051;1.012016794;-0.160901081;0;-0.34371663;-0.592855817;-5.746456722;3.22263543;-0.069079963;-0.67089182;-0.227072072;0.047746873;-0.151171609;-0.244664779;0.061346925;-0.00041877;-0.000441354;-0.000442593;-0.165664844;-0.423742351;-0.22250364;-0.08936741;0.079312972;-0.07119843;0.08306725;7;-0.295535277;-1.032010783;0.997479951;0.513132658;10.8645;0.547919482;4.279147399;4.37849465;7.629845282;4.479184911;NaN;6.944500795;NaN;NaN;-3.986832317;4.677736741;7.641941391;2.986746628;0.012646
31/01/94;0.3440;1.2409;0.2880585672;-0.0004;-0.0001;-0.0004;-0.0017;0.0436888228;-0.000067;0.0257;0.0202;0.0004234858;-0.0009760773;-1.33924;-1.307256471;-0.77611029315834;-0.46773283472924;-0.563130001881109;0.0612166666666667;0.0073;-1.994532888;-2.44140466;0.272422808;0.113822123;-0.676643921;0.377941183;0.528058814;0.576179694;0.712534522;1.521502354;0.409337189;0.621244398;0.185561831;0.342550603;-0.488570672;0.166163892;5.265124249;-1.414496556;-0.0546;124;0.007115485;0.502808722;0.412439479;0.1;0.3;-1.928520111;0.927103143;3.052659066;11.23344548;-2.788231832;10.62270132;0.24987897;0.231739486;-0.492737383;0.304105658;0.237600349;0.371169609;0.043690382;0.254400768;0.22129778;0.246614076;0.122167309;0.276183038;0.198661713;40.9;0;41.4;7.148345744;4.605170186;5.521460918;6.333279628;5.883322388;7.237059026;4.624972813;5.697093487;6.395261598;5.96870756;3.025850845;3.626763436;0.812180036;0.169496341;-0.012049966;-0.02;-0.311189958;-0.115205393;0.012631313;-1.90335078;-3.79285949;-3.820138371;0.693076802;-0.919194798;-0.372205953;0.002516005;1.499591439;2.233539447;-0.031030292;0.292059504;0.09;-0.17;-0.08;-0.08;-0.07;-0.06;-0.02;-0.01;-0.04;0.14;-0.07;0.1;0.49;2.04;2.7;3.87;4.6;0.386126947;0.558774878;1.381064577;0.067033117;-1.019607791;0.321027563;0.244998081;0.515685718;3.314035285;17.37229047;0.726274304;-0.205268632;-0.37489253;-0.227588689;-0.049594811;-0.075557238;0.081135693;-0.187790856;-0.136379013;-0.209863666;-0.210157696;0.010062515;0.368544646;-0.197362816;0.016023049;-0.241901352;0.070446074;-0.253554976;6.1;-0.315915992;1.296756666;-2.076941818;-0.144010308;10.6052;5.01219242;5.966260251;5.372713597;3.173098955;2.977758234;NaN;-1.563915603;NaN;NaN;7.786233727;12.40824136;2.124475722;4.945996465;0.033429
28/02/94;0.3428;1.2257;0.2990588209;-0.0008;0.0016;0.0011;0.0045;0.0450599942;0.000225;-0.0450;-0.0286;0.0010260883;-0.0011355039;-1.30531;-1.335812564;-0.73334738026077;-0.47277144817267;-0.571959524453020;0.0654916666666667;0.0068;0.100403346;0.12447467;0.797942892;0.910537815;1.571240419;0.027335833;-0.228452482;-0.273373598;0.144339396;-0.130707437;0.245861982;-0.954116727;0.355001367;0.474924347;0.698454397;0.116650511;-1.096278084;-0.787288373;-0.11;151;0.019872126;0.05588196;0.098339706;0;0.4;-18.28241957;12.96438122;1.877685467;2.382837982;1.489145502;-3.024110623;0.165057541;-0.06233859;-0.632210564;-0.344723042;0.041522081;0.110082573;-0.058258085;0.221655859;0.449934592;0.228455487;0.559602782;0.304370117;0.015667024;40.2;-0.1;40.9;7.198183577;4.86753445;5.616771098;6.406879986;5.786897381;7.145984468;4.718498871;5.627621114;6.300785795;5.811140993;0.573126649;-0.984629144;1.149263771;-0.23577661;0.537243353;-0.01;0.237583681;0.01150781;-0.24870916;0.249145078;-2.745293941;-2.687233789;-0.535588918;-0.098549329;0.293558227;0.000615496;-0.298548768;0.092595121;0.01718277;-1.587950189;0.2;0.3;0.27;0.28;0.33;0.31;0.22;0.16;0.11;0.24;0;0.18;0.62;2.15;2.72;3.83;4.51;-1.008958231;-1.031394683;-4.722415617;-0.881715286;1.887486948;-0.160899426;-0.000598774;0.084916688;-3.695191324;-4.798741979;3.21309174;0.273037712;0.523309402;0.757806515;0.095726657;0.151114476;-0.243671364;0.185698492;0.203688938;0.139664827;0.27952499;0.198196638;0.060942843;0.254425413;0.204542723;0.399263873;0.491643515;0.418303327;-1.1;-0.270502222;-1.035150165;0.158959846;-1.181720017;12.8852;-1.056592931;-5.160124933;-1.719083058;-4.09565927;-0.325636564;NaN;-1.983654327;NaN;NaN;5.407545678;0.109070945;-4.801579198;-4.624984856;-0.027161
31/03/94;0.3416;1.2109;0.3074838051;0.0027;0.0040;0.0037;0.0043;0.0419154208;0.000208;-0.0395;-0.0383;0.0008921309;-0.0010998390;-1.25507;-1.301890883;-0.67441267482485;-0.47788194185136;-0.580652333395070;0.0695833333333333;0.0065;0.269785388;0.315387238;0.013245252;1.651300655;1.846475379;1.00246608;0.962351017;0.940874353;0.84365812;0.923499955;0.812766149;1.082528;1.053121455;1.483768904;1.246671014;1.304296463;-3.494791034;0.639395052;0.842;51;0.011839278;-0.206075861;-0.127860486;-0.1;0;5.036903632;-6.507907497;-2.041217801;-6.380295656;1.186789855;-3.72713948;0.407923653;0.439990932;-0.550018575;1.351780899;0.207352188;0.279664585;0.101929386;0.39995192;0.461063016;0.317408038;0.503229926;0.274586487;0.208659439;41.1;0.4;41.7;7.355001921;4.852030264;5.891644212;6.510258341;5.996452089;7.201916318;4.795790546;5.720311777;6.356107661;5.828945618;0.263258176;-0.433339249;-3.776618092;-0.248118056;0.124508992;-0.01;-0.080620158;0.103493547;-0.147832174;0.672483766;4.067819665;4.01568726;1.03109809;0.243709826;0.196987756;0.000605087;-1.661377334;-1.339138532;0.054333284;-2.946336577;0.09;0.36;0.25;0.35;0.45;0.54;0.51;0.4;0.37;0.51;0.16;0.44;0.98;2.6;3.14;4.14;4.79;-0.593377529;-1.892145025;-1.138809413;0.854907432;1.625571483;-0.08016012;-0.244399307;-0.171819335;3.302649112;0.662306652;0.292466834;-0.000743466;0.524485867;-0.228045574;-0.04957923;-5.70E-05;0.243539489;-0.001381969;-0.000736422;0.069467351;-0.070392812;0.043834758;0.128037358;0.009045794;0.040586124;-0.719394505;-1.12537771;-0.753736064;-1.7;0.581743785;-0.070539069;1.805359909;2.217768864;14.2408;0.721919249;-4.595597842;-1.091312649;-4.327100246;-4.070113797;NaN;0.81517264;NaN;NaN;1.629808745;-4.188741001;-7.539620742;-5.212860105;-0.043456
30/04/94;0.3352;3.5896;0.3036647862;0.0025;0.0040;0.0039;0.0020;0.0398625296;0.000150;-0.0150;-0.0097;0.0013736767;-0.0009516278;-1.26318;-1.251712903;-0.64998156822143;-0.48290480176619;-0.613195974360300;0.0714333333333333;0.0064;0.927565389;1.031294227;0.421275848;-0.528072398;0.031313769;0.565066101;0.430210615;0.360657762;0.237828202;1.227039106;-0.132349316;0.716071699;0.737232438;1.819379668;-0.111003563;0.845883014;-3.955805287;1.637503348;0.4576;0;0.00747363;0.169335075;0.294816363;-0.1;0;1.882492103;-4.545322909;-4.485356922;-8.167803101;-1.928590689;2.427482197;0.303313756;0.402735602;-0.379900301;1.135809759;0.21282893;0.318661891;0.05819875;0.278577783;0.074448754;0.333844762;0.318379755;0.100973683;0.171816875;41.1;-0.1;41.8;7.289610521;5.030437921;5.883322388;6.421622268;5.823045895;7.238496841;4.905274778;5.723585102;6.396929655;5.860786223;-0.020542106;2.736334605;7.507375566;0.080105366;0.372026119;0;-0.246187631;-0.092037318;-0.033820919;0.826590726;3.298072741;3.214344951;-0.184441633;0.144169096;-0.394403282;-0.00026896;-3.640198194;-4.389513675;0.11127371;-4.717424922;0.22;0.2;0.18;0.31;0.5;0.58;0.49;0.4;0.39;0.49;0.12;0.53;1.26;2.96;3.41;4.32;4.96;-0.013363636;0.634701346;-1.546762885;-0.645553987;1.354028112;-0.079968017;0;-0.170940213;-1.651324556;11.9090601;-3.428456888;-0.204336377;-0.673905944;-0.075784734;0.190437262;-5.70E-05;-0.000263108;-0.247677295;-0.135776351;-0.069953311;-0.139518531;-0.15641909;-0.27586795;0.146181763;-0.251053347;0.319233907;0.773139249;0.250871134;1.1;-0.1445159;1.337214489;-0.833155337;-0.99733199;15.3347;-5.027539561;-1.288846704;0;3.037084721;-2.19329602;NaN;3.976047977;NaN;NaN;-1.07489851;2.567568419;1.252491541;3.698976953;0.012817
31/05/94;0.3341;3.4652;0.2974694757;0.0018;0.0011;0.0010;0.0014;0.0396573234;0.000383;-0.0082;-0.0062;0.0007504982;-0.0010085097;-1.27218;-1.259836637;-0.62767264496897;-0.48786620160904;-0.644506834492077;0.0724500000000000;0.0063;0.205497901;0.287801684;-0.178206106;0.241724745;-0.371176269;0.51078496;0.398495964;0.407036351;0.632752425;0.321020589;0.748243423;0.307634643;0.653738826;1.035353978;0.718134907;0.632537673;0.655026209;0.308730165;0.2682;151;0.043013206;0.120887543;0.468277939;-0.3;0.5;-6.919395735;1.308277041;-2.953141474;-3.023988519;-2.905492005;4.268073111;0.294496646;0.277869845;-0.485606227;0.730434597;0.171116726;0.228412632;0.087234667;0.298635503;0.497817622;0.330802642;0.24726139;-0.115406822;0.213059036;41.2;0;41.8;7.330405212;4.919980926;5.828945618;6.553933404;5.84932478;7.241366283;4.96284463;5.752572639;6.383506635;5.846438775;1.0524692;1.621431733;-2.217145433;0.154845421;1.246571533;0.01;0.104937651;0.238039082;0.067630402;-1.49986659;-7.279317703;-7.276821257;-0.242197334;0.061444422;0.57381239;0.00097514;0.817258176;1.129350929;-0.013584931;-0.584776975;0.45;0.52;0.46;0.51;0.49;0.26;0.21;0.11;0.1;0.56;0.13;0.59;1.3;2.77;3.17;3.98;4.61;-0.872938793;-1.810067659;0.259605546;1.466625987;-0.159201134;0;-0.162866486;0.085360654;-1.553429296;-2.331669065;0.905179852;0.13563908;0.598299196;-0.452375283;-0.193337116;0.150545564;0.483609655;-0.00015204;-0.000182615;-0.000193438;0.138937002;0.025551543;0.301553662;-0.179310404;0.051032419;0.158854653;-0.001231156;0.083437402;0.2;-0.099202915;-4.350606138;0.339865839;-1.191889324;13.39;0.370213119;1.036332089;-0.518795682;-5.575209802;0.346181361;NaN;-5.300048981;NaN;NaN;2.471280666;4.833102862;-5.079998977;-3.475281866;0.016309
