dates;D12;E12;b/m;tbl;AAA;BAA;lty;ntis;Rfree;ltr;corpr;svar;csp;D/P;D/Y;E/P;E/P 10y;D/E payout;tms;dfy;RPI;W875RX1;DPCERA3M086SBEA;CMRMTSPLx;RETAILx;INDPRO;IPFPNSS;IPFINAL;IPCONGD;IPDCONGD;IPNCONGD;IPBUSEQ;IPMAT;IPDMAT;IPNMAT;IPMANSICS;IPB51222S;IPFUELS;CUMFNS;HWI;HWIURATIO;CLF16OV;CE16OV;UNRATE;UEMPMEAN;UEMPLT5;UEMP5TO14;UEMP15OV;UEMP15T26;UEMP27OV;CLAIMSx;PAYEMS;USGOOD;CES1021000001;USCONS;MANEMP;DMANEMP;NDMANEMP;SRVPRD;USTPU;USWTRADE;USTRADE;USFIRE;USGOVT;CES0600000007;AWOTMAN;AWHMAN;HOUST;HOUSTNE;HOUSTMW;HOUSTS;HOUSTW;PERMIT;PERMITNE;PERMITMW;PERMITS;PERMITW;ACOGNO;AMDMNOx;ANDENOx;AMDMUOx;BUSINVx;ISRATIOx;M1SL;M2SL;M2REAL;BOGMBASE;TOTRESNS;NONBORRES;BUSLOANS;REALLN;NONREVSL;CONSPI;S&P 500;S&P: indust;S&P div yield;S&P PE ratio;FEDFUNDS;CP3Mx;TB3MS;TB6MS;GS1;GS5;GS10;AAA;BAA;COMPAPFFx;TB3SMFFM;TB6SMFFM;T1YFFM;T5YFFM;T10YFFM;AAAFFM;BAAFFM;TWEXAFEGSMTHx;EXSZUSx;EXJPUSx;EXUSUKx;EXCAUSx;WPSFD49207;WPSFD49502;WPSID61;WPSID62;OILPRICEx;PPICMM;CPIAUCSL;CPIAPPSL;CPITRNSL;CPIMEDSL;CUSR0000SAC;CUSR0000SAD;CUSR0000SAS;CPIULFSL;CUSR0000SA0L2;CUSR0000SA0L5;PCEPI;DDURRG3M086SBEA;DNDGRG3M086SBEA;DSERRG3M086SBEA;CES0600000008;CES2000000008;CES3000000008;UMCSENTx;MZMSL;DTCOLNVHFNM;DTCTHFNM;INVEST;VXOCLSx;Canada: S&P/TSX Composite Index, Close Price (AVG, 1975=1000);Canada: MSCI Share Price Index ex Div, US$ (NSA, EOP, Dec-69=100);Canada: TSX Group Market Capitalization (EOP, Mil.C$);EU 27: MSCI Share Price Index ex Div, LocCur (NSA, EOP, Dec-87=100);France: Paris Stock Market: Price Index: CAC 40 (AVG, Dec-31-87=1000);Germany: Stock Market Indexes: DAX Performance Index (AVG, Dec-30-87=1000);Germany: Deutsche Boerse Market Capitalization (EOP, Mil.Euros);Italy: Stock Price Index: FTSE MIB (AVG, Dec-31-97=24401.54);Italy: Borsa Italiana Market Capitalization (EOP, Mil.EUR);Japan: Nikkei Stock Average: TSE 225 Issues (AVG, May-16-49=100);Japan: 1st Tokyo Stock Exchange: Market Capitalization (EOP, Bil.Yen);U.K.: London Stock Exchange: FTSE 100 (EOP, Jan-2-84=1000);UK: London Stock Exchange Market Capitalization (EOP, Mil.EUR);CRSP_SPvw
31/08/82;0.1953;-1.4670;1.0824244710;-0.0112;-0.0090;-0.0048;-0.0098;-0.0028576304;-0.002225;0.0781;0.0837;0.0064159493;-0.0022225570;-0.55851;-0.448783738;0.14119067244829;0.03591531973432;-0.699704858349934;0.1181666666666670;0.0261;0.184746353;0.19694834;0.073383355;-0.921077778;-0.490520427;-0.880124966;-0.761723455;-0.997731681;-0.237829369;-1.352998296;0.157511431;-2.426592819;-1.003255948;-1.725411552;0.872388496;-0.860053049;-0.408565754;-4.6582557;-0.7045;-72;-0.00731235;0.155757629;0.140614508;0;0.8;-0.869126125;1.623119493;3.889609052;5.100573148;2.716082225;8.881819279;-0.176650836;-0.74269949;-2.259506429;-0.601656365;-0.685292188;-1.236462395;0.178970965;0.011924103;-0.140997854;-0.240445712;-0.007688316;0;0.251414337;38.9;-0.1;39;6.952728645;4.770684624;5.081404365;6.349138991;5.272999559;6.830874235;4.691347882;4.736198448;6.232448017;5.267858159;NaN;-4.726213784;-9.428630891;-1.386067128;-0.20760243;0.020662252;0.644393727;0.44448484;0.536222781;-0.64449054;-0.469350748;-1.381697183;-0.438501272;0.275541065;0.108565186;-0.000577876;0.273847729;-0.163398729;-0.00489621;1.204204633;-2.47;-2.79;-2.67;-2;-1.81;-1.07;-0.89;-0.9;-0.48;0.03;-1.44;-0.24;1.31;2.88;2.94;3.59;6.2;0.263672685;0.755724978;1.561861555;-0.601088389;-1.972074089;-0.001593632;0.098653817;-0.3002503;0.188668798;2.012418032;-1.139424227;-0.309221846;-0.408580752;-0.819780632;0.099153047;-0.512033889;-0.416233691;0.099854476;-0.207564247;-0.414615086;-0.308585709;-0.281256387;-0.475172852;-0.61365855;-0.057727984;-0.22332362;-0.454248619;-0.001275518;0;1.776569423;0.299696826;0.19685232;0.18680696;32.4415;5.123556958;16.13058747;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-1.449369177;0.010135343;NaN;NaN;0.127402
30/09/82;0.1948;-1.4881;1.0885355649;-0.0267;-0.0077;-0.0069;-0.0071;0.0005507087;-0.000633;0.0618;0.0623;0.0021312598;-0.0018631355;-0.56415;-0.556566305;0.11872374346999;0.04187339486370;-0.682875630238116;0.1117000000000000;0.0269;-0.05608315;-0.216469296;0.896483051;0.192916705;1.354057541;-0.306886522;-0.076879755;-0.184077799;-0.062214009;-1.493717558;0.435437105;-0.525178391;-0.54661345;-1.328027295;0.33825968;-0.234030337;-0.051828309;2.293839515;-0.2496;-129;-0.018363433;0.187131386;-0.129559065;0.3;0.4;1.806435077;4.089354831;5.090090139;2.215708044;7.830981951;4.84497;-0.20162878;-0.549377705;-2.021044797;-0.377881795;-0.502425547;-0.701083304;-0.19389968;-0.086481978;-0.222747491;-0.389467188;-0.134641298;0.09590487;-0.043951905;39;-0.1;39;7.042286172;5.003946306;4.941642423;6.440946541;5.429345629;6.948897222;4.727387819;4.94875989;6.324358962;5.438079309;NaN;2.916203803;5.464730144;-0.503925762;-0.067005144;-0.010331126;0.455005222;-0.032413969;0.712272513;-0.682871604;-1.080591729;-2.596558227;0.861677832;-0.090211928;0.377887143;0.000157378;10.95450028;11.42335439;-0.635746093;12.0088941;0.19;0.21;-0.76;-0.51;-0.58;-0.75;-0.72;-0.77;-0.69;0.05;-2.39;-0.94;0.54;1.94;2.03;2.63;5.32;0.761194228;1.405858075;1.623603241;-0.756477276;-0.838714594;-0.299052696;-0.199996895;0.200100067;0.294744738;5.446564053;1.021353714;-0.204918104;0;-0.305758548;-0.114727908;-0.10219725;-0.103896113;-0.616651492;-0.308166654;0.205866796;-0.306696298;-0.032238453;0.35760006;0.136199456;-0.211817616;-0.221116124;-0.631077926;-0.119539681;3.9;-0.367500334;-0.132729689;0.085518022;0.402745306;22.7534;9.870069882;-1.620590865;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.571484338;-0.753046978;NaN;NaN;0.010496
31/10/82;0.0973;-2.2878;0.9837454120;-0.0076;-0.0082;-0.0090;-0.0071;0.0065578321;-0.000175;0.0634;0.0759;0.0061259788;-0.0018347028;-0.66787;-0.563178638;-0.00884160460597;0.04666030781861;-0.659024676885049;0.1047750000000000;0.0261;-0.077235881;-0.207156751;0.437757881;-1.034528986;1.155338772;-0.89498564;-0.670821164;-0.657320218;0.05365061;-1.397360254;0.546899185;-2.095917143;-1.129581034;-3.259893855;0.386712172;-1.163200139;1.752139384;1.041948965;-0.8867;1;-0.005616661;0.020770776;-0.290863182;0.3;0.6;-2.372862956;-0.660447483;7.335464877;3.569932897;10.70439344;-1.271768274;-0.309955889;-1.212962061;-2.240688626;-0.556822497;-1.302815609;-1.985659945;-0.254129743;-0.013426323;-0.190543651;-0.306442182;-0.115551289;0.019169942;0.207032917;38.7;0;38.9;7.067319849;4.682131227;5.099866428;6.464588304;5.556828062;7.046647278;4.844187086;4.94875989;6.421622268;5.583496309;NaN;-1.297438389;7.353879881;0.090686851;-0.185787314;0.020662252;0.43863255;-0.106614206;0.199579898;1.244579953;2.10343818;4.37851149;-0.98786704;-0.050785102;-0.266628302;-0.000434514;8.079657126;7.717713471;-0.429359261;9.141334196;-0.6;-1.16;-0.21;-1.08;-1.53;-1.45;-1.43;-0.82;-0.9;-0.51;-2;-1.42;-0.39;1.09;1.2;2.41;5.02;1.663557564;1.478418771;3.114586808;-0.927182277;-0.381354675;0.198117506;0.098664489;-0.200100067;0.097710118;-4.689679752;-1.735804188;0.408580752;0.203666058;0.407747338;-0.007136668;0.510361082;0.518834468;0.306905612;0.409417153;0.203965501;0.510361082;0.281698977;0.349993946;0.21413681;0.306399079;0.109829242;1.617434729;-0.355380212;4.1;0.498623803;-0.343779743;-0.646182349;0.173014984;32.8212;6.026084162;10.45283255;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.329723927;3.704505123;NaN;NaN;0.113863
30/11/82;0.0971;-2.3406;0.9387268109;-0.0021;-0.0044;-0.0043;0.0013;0.0009581552;0.000300;-0.0002;0.0201;0.0054916514;-0.0018583802;-0.70238;-0.666895436;-0.06773307018342;0.05091248103189;-0.634648182718180;0.1057750000000000;0.0262;0.371436516;0.06062799;0.802977553;0.27193482;1.539156673;-0.40131745;-0.361793886;-0.385934931;-0.257544833;-0.071606187;-0.324421564;-0.613423131;-0.442828092;-1.380559403;-0.340013368;-0.643986411;1.306624172;-1.8338782;-0.5101;6;-0.006525395;0.275931896;-0.103868872;0.4;-0.1;2.57437436;1.344990944;6.923179157;10.18991426;4.014500673;-9.335776451;-0.136189967;-0.655740055;-1.938316254;0.177507337;-0.780346477;-1.037609981;-0.38992251;0.032816719;-0.19636727;-0.256087789;-0.151381505;0.134086793;0.1315254;38.9;0.1;39;7.224024808;5.023880521;5.220355825;6.673297968;5.497168225;7.11395611;4.890349128;4.9698133;6.49375384;5.673323267;NaN;-3.22612934;-9.727730123;-0.585052011;-0.746620361;-0.020662252;-0.153946587;0.13978499;0.846400037;0.521850721;-0.057842644;-1.60322431;-0.451681319;-0.047748767;0.405032277;-0.000191824;3.988711908;3.841531957;-0.197219755;5.773214494;-0.51;-0.51;0.36;0.05;-0.16;-0.42;-0.36;-0.44;-0.43;-0.51;-1.13;-0.86;-0.04;1.18;1.35;2.48;5.1;0.010777038;0.888528333;-2.810362016;-3.852292577;-0.317551055;0.09778572;0.09778572;0.3000501;1.01061357;-4.523004979;1.121567713;-0.510569542;-0.203666058;-0.203873669;0.200451356;-0.306382653;-0.208113048;-0.511404661;-0.409417153;-0.308585709;-0.510048711;-0.261262702;-0.590264836;-0.144086479;-0.25381483;-0.110192316;-1.703777049;0.355099777;-1.3;-0.145217539;2.339232676;1.845487096;-0.549508163;32.3959;6.092421513;1.170897243;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.050119713;6.40858045;NaN;NaN;0.045754
31/12/82;0.0971;-2.3975;0.9322147266;0.0036;0.0015;-0.0016;-0.0030;0.0029900535;-0.000108;0.0312;0.0108;0.0024902422;-0.0013463488;-0.71645;-0.701409893;-0.10675195222411;0.05508800467018;-0.609702282484453;0.1028833333333330;0.0231;0.498771854;0.569279996;0.42250974;-0.27517657;0.017367336;-0.722060588;-0.550309758;-0.562024609;-1.293495916;-0.149927687;-1.687327348;1.042076545;-0.902608027;0.792423556;-1.295978246;-0.314434272;-2.923330753;-0.372582346;-0.2723;97;0.006186801;0.02971193;-0.080749358;0;1;-0.884626014;-2.67911746;3.87060451;-2.308700892;9.227267601;-12.6285635;-0.016895983;-0.221075993;-1.729970894;0.025332489;-0.191548005;-0.208820242;-0.16542601;0.049204895;-0.043689586;-0.227688834;0.078129902;0.095666323;0.025032856;38.9;0;39;7.172424577;4.852030264;5.043425117;6.576469569;5.710427017;7.208600338;4.736198448;5.093750201;6.613384218;5.796057751;NaN;7.383629219;1.938887395;1.195960895;-0.441601603;-0.010331126;-0.798298316;0.425647254;1.482120652;0.388060965;0.078256969;0.407818248;0.123266269;-0.055016746;0.23543734;9.79E-05;0.936943791;1.35529664;-0.041562224;3.100716357;-0.25;-0.18;-0.13;-0.18;-0.25;-0.16;-0.01;0.15;-0.16;-0.44;-1.01;-0.79;-0.04;1.27;1.59;2.88;5.19;-3.453279277;-6.742749558;-8.758686752;-0.991356908;0.99810136;-0.001556136;-0.099836242;-0.200000067;-0.909347739;-2.998746756;-1.944395837;-0.204603172;-0.101781179;-0.510465631;-0.318905774;-0.101781179;0.308374185;-0.617704966;-0.409417153;-0.102406135;-0.409102436;-0.147376633;0.262331976;-0.286061945;-0.163153224;0.437516967;1.870539595;0.117296169;-0.2;1.717693135;-0.465861494;-0.053308608;1.402490351;23.5713;1.949603961;8.41491832;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.962212092;2.80562678;NaN;NaN;0.016835
31/01/83;0.1938;-0.5816;0.9069443153;-0.0013;-0.0004;-0.0020;0.0018;0.0021947601;-0.000067;-0.0309;-0.0094;0.0032808725;-0.0013635098;-0.74711;-0.714515794;-0.14516501927996;0.05892221982354;-0.601947911824918;0.1047500000000000;0.0215;-0.131765573;0.0932709;0.103501821;1.890300165;-0.668643868;1.91714642;1.574993796;1.435439099;2.223509239;4.252452789;1.514810171;0.242534942;2.275255334;3.399838451;3.218248224;2.395354012;-1.467185848;-2.940885898;1.6122;29;0.011694093;-0.349899806;0.13017616;-0.4;1.3;-7.510442603;-3.354923519;0.128617381;-4.733745437;3.938570614;-4.440837015;0.246398378;0.317643264;-1.980057433;1.832150634;0.089833813;0.109436413;0.06018658;0.223353975;0.191001177;-0.122988868;0.57013629;0.24830497;0.262467342;39.4;0;39.3;7.368970402;4.941642423;5.313205979;6.854354502;5.686975356;7.262628601;4.997212274;5.198497031;6.639875834;5.805134969;NaN;4.548788497;5.559072939;1.244558571;-0.797723042;-0.041324503;-0.193253317;1.596755582;2.560739082;-2.824719695;-1.55580028;-1.305463743;0.274467338;0.673031158;-0.242890937;0.000180396;3.454696745;3.774032798;-0.158111529;5.173400611;-0.27;-0.34;-0.08;-0.23;-0.29;-0.19;-0.08;-0.04;-0.2;-0.51;-0.82;-0.75;-0.06;1.35;1.78;3.11;5.26;-1.500361016;-4.092158812;-3.881185458;-2.531780798;-0.794427006;-1.182660023;-1.184315931;-0.3001503;0.404040954;5.69653231;3.780300365;0.511091011;0.508285804;0.408059068;-0.005186505;0;-0.104942505;1.439489926;0.818834307;0.101780756;0.817892927;0.316762911;0.364895378;0.282249646;0.320144599;-0.111616205;-1.600346288;-0.001248619;-1.5;5.959409566;-0.698803818;-0.772870764;-0.238272668;26.1745;8.283043122;2.783012687;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.151897756;-0.787023919;NaN;NaN;0.035293
28/02/83;0.1936;-0.5858;0.8768492387;-0.0008;0.0022;0.0001;-0.0053;0.0003558813;0.000208;0.0492;0.0428;0.0019116158;-0.0013809871;-0.76399;-0.745176791;-0.16984000341200;0.06224839468742;-0.594153814194402;0.0992416666666667;0.0194;0.059830604;-0.011654106;-0.027097267;-0.422161693;0.276057899;-0.627061058;-0.895627373;-1.106075213;-1.326651778;-0.295989871;-1.69477526;-0.415709958;-0.34778489;1.102574182;0.974781645;-0.090588466;-1.4200966;-1.284937823;-0.1072;-1;-0.000292888;-0.055121563;-0.072635564;0;-0.2;1.709443336;-4.161488124;-0.580085417;-3.872108786;1.82059645;-2.475498979;-0.082065353;-0.372988713;-2.706166094;-1.427701145;0.005986052;0.049704261;-0.06018658;0.011898211;-0.016357242;-0.029092211;0.087204433;0.266717628;-0.118649903;39;0;39.3;7.437795122;5.493061443;5.533389489;6.761572769;5.826000107;7.293697721;5.214935758;5.099866428;6.674561392;5.802118375;NaN;-6.475954358;-17.00478994;-0.41687084;-0.137092269;0.010331126;0.97268317;-0.877637071;1.792570901;-0.031224056;-5.079948768;-5.395823703;-0.248484017;-0.455983851;-0.339009376;-8.35E-05;1.71766504;1.956052585;-0.072148373;3.491956993;-0.17;0.17;0.25;0.3;0.3;0.23;0.26;0.22;0.01;-0.17;-0.4;-0.28;0.41;1.75;2.21;3.5;5.44;1.258488672;2.51399376;1.446152884;-2.747478592;-0.081419969;0.887919646;0.888894742;0.500350567;1.207258123;-5.767746045;0.143079337;-0.102406135;0.099313348;-0.617390889;0.197521715;-0.203666058;-0.205757937;-0.207868757;-0.409417153;-0.203873669;-0.306905612;-0.299225547;-0.182302112;-0.34526874;-0.304027304;0.10627621;0.97013988;0.465505464;4.2;-3.216087154;-0.118844731;-0.465759639;-0.002461303;22.4658;2.706176726;3.33750029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.196689947;0.772066287;NaN;NaN;0.025733
31/03/83;0.1931;-0.5884;0.7800677858;0.0025;-0.0028;-0.0034;0.0023;0.0059935424;0.000200;-0.0094;0.0072;0.0015718242;-0.0012148534;-0.79462;-0.762062866;-0.20828327980371;0.06478269452625;-0.586338438725754;0.1013416666666670;0.0188;0.470928928;0.385805192;1.046514054;1.663246638;2.629282669;0.808285306;0.724311634;0.505351933;0.39829536;1.373229514;0.046413744;0.96350878;0.895488368;1.697499183;0.537111451;0.889654958;2.972094337;-0.37118563;0.5873;75;0.009170675;-0.042491446;0.090786215;-0.1;0.2;-5.958265745;-0.853490245;-0.626825785;-3.112886531;1.098509765;-1.754430965;0.19437444;-0.12463937;-0.994602794;-0.556540774;0.029924889;-0.029819592;0.120336958;0.296996105;0.245078139;-0.071647676;0.368102681;0.209065932;0.006248243;39.3;0.3;39.6;7.381501895;5.332718793;5.313205979;6.745236349;5.846438775;7.296413269;4.96284463;5.176149733;6.736966958;5.743003188;NaN;3.77703363;9.428036262;0.226582712;-0.647571229;-0.041324503;-0.184427677;-0.97350484;0.811383307;1.198083216;0.524948483;0.085610294;0.071108002;0.029675434;0.590905939;0.000163632;3.415129342;3.040472658;-0.148958662;5.234238555;0.26;0.18;0.24;0.14;0.12;-0.18;-0.21;-0.28;-0.34;-0.25;-0.42;-0.4;0.27;1.31;1.74;2.96;4.84;0.986906711;2.365264636;0.899378163;-2.838524623;-0.114099442;-0.197921837;-0.099255591;-0.500651169;-0.708503972;7.002671315;-2.488928876;-0.000104123;-0.505817973;0.306146397;-0.712880984;0.305550937;0.304926403;-0.20533545;0;0.20345887;0.102092913;-0.039206693;-0.08224659;0.427371688;-0.270275971;-0.650173334;-0.88114005;-0.818239515;6.2;-3.4490907;2.651420213;2.080299366;0.741436532;19.5048;2.126227078;2.230752325;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.756191525;4.32059263;NaN;NaN;0.035470
30/04/83;0.1446;0.4555;0.7188876203;0.0024;-0.0022;-0.0032;-0.0032;0.0066268443;-0.000117;0.0350;0.0548;0.0014237777;-0.0008706069;-0.86542;-0.793175587;-0.27597613183153;0.06659029874116;-0.589447135268834;0.0982583333333333;0.0178;0.073191317;0.156611047;0.612514676;-0.00920164;0.275572778;1.214747887;1.211165472;1.215733573;1.923705703;2.155597173;1.837541325;0.205710279;1.218601239;1.753325106;1.365435374;1.17150237;6.718555977;4.010381192;0.7974;63;0.008391155;0.217690848;0.383417917;-0.1;0.1;1.05099675;-1.213684652;-5.38985933;-11.69795001;-1.319667245;3.226912508;0.307082178;0.368850988;-1.521732797;0.152091284;0.495449454;0.653985684;0.255236232;0.287245896;0.309572549;0.308614611;0.292558089;0.416825158;-0.093764658;39.4;0.1;39.7;7.294377299;5.056245805;5.293304825;6.682108597;5.762051383;7.356279877;5.056245805;5.170483995;6.756932389;5.92157842;NaN;3.196733302;7.247384662;0.695633321;0.092009349;0;-0.763894295;-0.254509296;-0.048692605;1.365420922;6.137498448;6.107452324;-0.464894317;0.247849621;-0.143258719;8.34E-05;3.747208437;3.745756253;-0.160966795;4.825601307;0.03;0.01;-0.14;-0.07;-0.06;-0.06;-0.11;-0.22;-0.32;-0.27;-0.59;-0.5;0.18;1.22;1.6;2.71;4.49;0.423988353;-0.368485265;-0.213276944;3.047061682;0.504312115;0.197921837;0.099255591;0.099647622;0.195348784;6.475777583;0.392542212;0.609035028;0.201612972;1.751807925;0.201001815;0.608417448;-0.611103143;0.405676283;0.81383969;0.404445738;0.609653863;0.326717835;-0.078379363;0.660439651;0.235679558;0.216333174;-7.72E-05;0.232558244;8.3;-1.46341466;-1.437053914;-1.318860095;-0.003528576;18.6576;5.086950351;9.690033098;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.171302157;2.403673644;NaN;NaN;0.075719
31/05/83;0.1444;0.4526;0.7345955766;-0.0014;-0.0005;-0.0020;0.0061;0.0104289126;-0.000017;-0.0386;-0.0324;0.0010846241;-0.0006398717;-0.85156;-0.863979224;-0.25902665433322;0.06802133334830;-0.592529288947922;0.1043750000000000;0.0163;0.507772746;0.458751768;0.591924996;1.542079361;1.661622877;0.681285541;0.639764618;0.633499859;0.443172693;1.930716328;-0.098323623;1.259583038;0.724185373;2.326197857;1.377866524;1.235683234;-3.718309712;2.746960846;0.8546;228;0.022830246;-0.028877739;0.082328495;-0.1;1;-0.226308442;-4.367793259;3.772337725;7.428007438;1.465227679;-5.810763081;0.312835436;0.459158711;-0.508738102;0.30349037;0.540397408;0.718400964;0.269541942;0.265780887;0.29780459;0.289855275;0.306884228;0.245491578;0.093764658;39.7;0.1;40;7.482118924;5.123963979;5.407171771;6.893656355;5.988961417;7.419979924;5.043425117;5.267858159;6.818924065;6.003887067;NaN;-0.231763724;-1.700595498;0.192882986;0.316078768;-0.020662252;0.840768767;0.04949084;0.311223749;-0.775251237;-2.560694979;-1.897597754;0.11214008;0.03778658;-0.286241877;-0.000535129;3.978150413;4.045993804;-0.165043895;5.035936014;-0.17;-0.2;-0.02;-0.08;-0.08;0.01;-0.02;-0.05;-0.2;-0.3;-0.44;-0.41;0.27;1.4;1.75;2.83;4.46;-0.358252387;-0.072888071;-1.266042226;2.32291756;-0.268107566;0.197335595;0.297471712;0.501857196;-0.990985885;-8.038653368;0.775922884;-0.306982865;0.400798489;-0.523488413;0.098530846;-0.105461773;0.304929793;-0.407328768;-0.409390201;-0.204678255;-0.307297287;-0.172772911;-0.156150632;-0.140630042;-0.188730263;-0.000116874;-0.44118967;0.115268193;4.2;0.213232572;-0.265951802;0.192874328;-0.198449628;18.0774;7.018415557;2.199541446;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.130498102;0.920224745;NaN;NaN;-0.005687
30/06/83;0.1442;0.4514;0.7213820420;-0.0002;0.0028;0.0028;0.0007;0.0158265510;0.000500;0.0039;-0.0046;0.0013991481;-0.0008278121;-0.88473;-0.850113982;-0.28913058599467;0.06887714171743;-0.595601073537543;0.1045750000000000;0.0163;0.137129249;0.278463447;0.958941014;2.536753431;2.280638074;0.5967215;0.501518086;0.380827027;0.360487746;1.727195464;-0.144470069;0.754401217;0.695436345;1.200886928;0.208923652;0.773950089;-4.531977243;0.865406002;0.5278;9;-0.001298794;0.972725757;0.989647323;0;0.3;4.29607423;-1.795137113;-1.509797773;-12.05132694;4.792398828;-5.208082888;0.419670557;0.54822194;-0.32206147;1.154921198;0.443197653;0.489094196;0.373162609;0.378255913;0.410057767;0.413260453;0.463761266;0.20725396;0.093676822;39.8;0.1;40.1;7.45760929;5.087596335;5.33753808;6.844815479;6.049733455;7.478169694;5.209486153;5.303304908;6.851184927;6.086774727;NaN;6.781077086;7.3853028;1.16663153;0.251793958;-0.051655629;-0.572515748;-0.204497015;0.305417763;0.314648497;1.303515971;-0.649797924;0.836818564;0.141653062;0.730646322;0.000607217;1.391853029;1.776628157;-0.052361658;2.565084107;0.35;0.67;0.6;0.67;0.76;0.6;0.47;0.28;0.28;0.02;-0.19;-0.09;0.68;1.65;1.87;2.76;4.39;1.86208663;2.643156629;2.222434917;-1.551213721;0.251879069;-0.099252114;-0.00088227;0.098946618;-0.100337037;5.291919412;-2.043531448;-0.202631017;-0.202810529;-0.409809604;-0.002505039;-0.303786638;0.303078093;0.100448347;-0.102182257;-0.101870022;-0.102182257;0.088401362;0.234017973;-0.454382467;0.338778513;0.107700101;0.617480028;-0.116612462;-1.1;-0.682405277;1.243265457;1.040356731;0.04506009;18.9343;0.085684665;1.884842814;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.447375786;3.360633598;NaN;NaN;0.036970
31/07/83;0.2878;1.8626;0.7350611231;0.0060;0.0041;0.0002;0.0079;0.0253802086;0.000242;-0.0486;-0.0455;0.0022928580;-0.0012450162;-0.84828;-0.88185396;-0.23693313551745;0.06994433605345;-0.611349461532290;0.1122333333333330;0.0124;0.286248561;0.588934357;0.675308713;-0.053235425;0.584381707;1.502059047;1.365810889;1.333993186;1.288113664;2.294327163;0.912075194;2.019074565;1.642803058;1.972810878;0.867073124;1.434673172;3.925899713;1.328800527;1.0162;170;0.03301033;-0.110000682;0.569756943;-0.7;0.4;-6.356232929;-3.654487058;-3.205184017;9.042300607;-10.63238141;-8.512029263;0.461049925;0.699176552;0.632036256;1.215745032;0.582029333;0.826009264;0.208364415;0.384147797;0.461993838;0.248023689;0.660683413;0.50690055;-0.056195562;39.9;0.1;40.3;7.487173694;5.153291594;5.451038454;6.860663671;6.052089169;7.492760301;5.231108617;5.236441963;6.907755279;6.040254711;NaN;-0.917535989;-7.587915497;0.794456193;0.372126097;0;-0.045676845;0.041032286;0.145109825;0.002363505;1.03112183;3.422787744;0.401011341;0.266513127;-0.04059003;0.000179118;0.359928403;0.479106586;-0.003008406;1.187228725;0.39;0.25;0.29;0.37;0.54;0.58;0.53;0.41;0.02;-0.12;-0.29;-0.11;0.83;1.84;2.01;2.78;4.02;0.726360949;0.288368555;0.201686728;-1.346230457;0;-0.197044399;-0.296589441;-0.101046648;-0.602788347;-1.172297286;1.750132704;0.200197028;0.196822308;0.199372593;-0.101637322;0.098946618;0.198252488;0.099537464;0.199489967;-0.000905428;0.099339733;0.190236366;0.07399237;0.156736166;0.234869514;0.214358376;-0.088378265;0.344492853;0.6;-0.572250952;-1.107994282;-0.903271776;-2.072287798;23.1521;2.366606623;0.326013227;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.427490459;1.831165313;NaN;NaN;-0.031238
